AES,UNH,AAPL,PG,PLD,DLR,BAC,TMO,JNJ,DUK,NKE,CVS,SWK,SHW,MSFT,DISH,GIS,MA,CAG,BBY,price,price.1,price.1.1,price.1.1.1,price.1.1.1.1,price.1.1.1.1.1,price.1.1.1.1.1.1,price.1.1.1.1.1.1.1,price.1.1.1.1.1.1.1.1,price.1.1.1.1.1.1.1.1.1,price.1.1.1.1.1.1.1.1.1.1,price.1.1.1.1.1.1.1.1.1.1.1,price.1.1.1.1.1.1.1.1.1.1.1.1,price.1.1.1.1.1.1.1.1.1.1.1.1.1,price.1.1.1.1.1.1.1.1.1.1.1.1.1.1,price.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,price.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,price
11.5192709,172.5894395,34.85371116,88.17745612,53.80399994,114.3430327,22.43470566,161.2459302,122.4525429,81.75705878,54.90035098,79.94315782,131.4711845,107.6893223,67.29153846,62.01576269,57.32898492,115.9443317,38.67695867,50.24605069,49.38527750684614,48.82481905323249,115.78739851958444,58.172167769378575,34.88354151433785,11.494614311813052,121.63190320818828,119.44442891409744,123.71884263750688,122.095565533662,147.83999633789062,121.01497367520822,122.06397796403324,120.33365409644648,123.8169908859072,123.60961984119056,122.47952459156475,237.80629403521118
11.50321875,172.9718909,34.93230552,87.92881962,53.78654152,114.4769685,22.49587997,162.3299975,122.4854425,81.75627279,54.77404996,80.00077755,131.7637126,108.1177245,67.50536905,62.01481479,57.15912917,116.2616656,38.47761696,50.32883263,49.46532896017448,48.90220839193376,116.0888589988889,57.9438968442314,34.965849898578966,11.478010584085666,121.66533203614924,119.47950461534673,123.76696913461818,122.1306304357422,147.83999633789062,121.0550493917526,122.09610009253264,120.37483132823944,123.87194245789212,123.6459050493795,122.51907114882304,231.49437314930833
11.48333191,173.2934764,35.04325977,87.69570041,53.78824614,114.6131562,22.55549166,163.3677391,122.5116953,81.77285277,54.64906597,80.05547429,132.0917355,108.5125837,67.68899205,61.99296533,57.04683043,116.5280281,38.28909183,50.40727741,49.539423771785096,48.97478626824324,116.34586038297698,57.7389760871647,35.083244617243366,11.460140979209712,121.68644981133184,119.50846798688325,123.80409127841266,122.15921583636008,147.83999633789062,121.08485509847922,122.12052781304554,120.40936707103354,123.9160408649277,123.67668808091,122.55158204741018,225.2144217022991
11.47109101,173.5828126,35.19076657,87.48480916,53.7952763,114.758391,22.61536407,164.3108632,122.5249243,81.78212857,54.55134426,80.11967722,132.4672075,108.8647885,67.84237168,61.93146206,56.95302757,116.7245499,38.10890832,50.49034564,49.61521926015587,49.05009035503758,116.5415673964381,57.56467056649672,35.247988619886,11.446412317197996,121.6921139755268,119.52578985412582,123.82755247329077,122.17497722366714,147.83999633789062,121.09930438674016,122.13248789282804,120.43134338015987,123.94265001759958,123.69746028268126,122.5707181750622,219.16424155620678
11.47026465,173.8096357,35.34802799,87.29977781,53.79674695,114.9232309,22.67658986,165.159685,122.5137688,81.78715417,54.47874305,80.19265431,132.8296379,109.177627,67.97781332,61.85799248,56.8460087,116.8617256,37.93877643,50.57190121,49.6899977609163,49.12429199307786,116.68564133087432,57.40244231582028,35.42714643527134,11.443326755599571,121.67224890396028,119.52286327929868,123.82465829597092,122.16707763146768,147.83999633789062,121.0884512217908,122.12085178811866,120.42958311559596,123.9378389877638,123.69805423698196,122.5656641639216,213.3799068233576
11.48098454,173.9532416,35.50553783,87.13568356,53.80259057,115.0787216,22.73349646,165.9039337,122.4853939,81.79461715,54.40814055,80.29859378,133.0591866,109.4171212,68.06415729,61.79187463,56.73488846,116.9586387,37.78520277,50.63885147,49.7538286891654,49.18721276014628,116.7916398516727,57.25875670813184,35.603353629889256,11.449215952709553,121.6383935088197,119.50193448957542,123.80736882623567,122.14277410139948,147.83999633789062,121.05863471589508,122.09595970333427,120.4110679401674,123.91599226866671,123.6842582984518,122.54249454660928,208.47086205605376
11.49588577,173.9799032,35.67761294,86.9881366,53.81129749,115.2512923,22.78185603,166.6008485,122.4674187,81.82471518,54.33707098,80.3854126,133.192298,109.5885674,68.11811711,61.74316434,56.62952977,117.0286693,37.65065039,50.66963885,49.78725254247672,49.21946579578855,116.8704617779582,57.13425209671459,35.7930900568966,11.457714807683033,121.6208178611032,119.48739880796164,123.7976495740422,122.12448030893756,147.83999633789062,121.03869944972938,122.080176717689,120.40060354530576,123.90694796454224,123.6756567602606,122.52604741206412,204.0397314685905
11.51149885,173.8872343,35.85483195,86.8684443,53.82687024,115.4604753,22.82858657,167.2629056,122.5267386,81.87968451,54.24769752,80.42836577,133.25298,109.7006672,68.1337795,61.68972924,56.53939335,117.1181695,37.54069724,50.67537757,49.79698656674714,49.228191378563,116.96585554557764,57.04106888540127,35.98561048850894,11.467587801208197,121.7318603174135,119.55519059201104,123.88766604810732,122.17458305399484,147.83999633789062,121.1225387990671,122.13749870729224,120.46025275585087,123.97380562046418,123.76376178139434,122.56797518610982,199.84215137476406
11.52496791,173.55044,36.02564078,86.77486603,53.85654788,115.6878107,22.8700215,167.8609309,122.7188342,81.94516023,54.07182032,80.4059664,133.3007353,109.796577,68.13758503,61.6644115,56.46436463,117.2417017,37.45749383,50.66191744,49.79170506806486,49.22098273108969,117.0942827211352,56.97757962406331,36.167912805287074,11.476830199962649,121.99335679767864,119.73821490998306,124.08675952970589,122.34288810447832,147.83999633789062,121.34414854824716,122.3115435161544,120.6388386153212,124.18647365762624,123.96223971035396,122.72922837916848,195.85367455659696
11.53484849,173.050367,36.16857927,86.69263787,53.88737029,115.8807909,22.83824786,168.3866573,122.9844235,81.99078232,53.82245827,80.2253744,133.262721,109.825242,68.12136956,61.67268909,56.38998127,117.3267357,37.39006882,50.61437113,49.75887089664525,49.18536252638461,117.18209816427031,56.93009128403264,36.29003033481021,11.483754911812923,122.31763964711352,119.9930591020802,124.34048600780078,122.58224628808055,147.83999633789062,121.63811813000756,122.5451889393007,120.88488688418327,124.46294318585386,124.22335821970044,122.96016321086972,192.2442381106515
